Ticker,Prix,High52W,Low52W,Median52W,ZoneHigh,ZoneLow,PctRange,DistMedian_%,MM30_Daily,Dist_MM30_%,MM30DailySlope_%,Vol14j_%,ATR14j_$,MM30W_3W_Haussier,Phase2_Daily,Breakout,In_Zone,Strat1_Zone,Strat2_Pullback,Strat3_Precoce,Setup,Prix_Alert_Pullback_m3,Prix_Alert_Pullback_p3,PRU_$,Qte_Total,Qte_par_Tier,T1_Prix_$,T1_Gain_$,T2_Prix_$,T2_Gain_$,Signal_Secu_$,SL_Secu_$,T3_Trailing_$,SL_Initial_$,Perte_Max_$,Gain_Secu_$,RR_Ratio
AR,37.85,45.75,29.1,37.43,42.1,32.75,52.6,1.1,35.6,6.3,2.59,9.53,1.08,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,34.53,36.67,37.85,19.8151,6.605,56.78,125.0,77.59,262.5,45.42,40.88,35.58,35.58,45.0,387.5,8.61
ARCC,20.0,20.44,16.97,18.7,21.04,16.37,87.3,6.9,19.37,3.3,2.3,4.25,0.3,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,18.78,19.95,20.0,37.5,12.5,30.0,125.0,41.0,262.5,24.0,21.6,18.8,18.8,45.0,387.5,8.61
ARE,54.15,83.17,38.9,61.04,68.67,53.41,34.4,-11.3,50.21,7.9,-0.56,13.37,2.04,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,48.7,51.71,,,,,,,,,,,,,,
ARES,140.12,181.32,93.57,137.45,154.63,120.27,53.0,1.9,133.24,5.2,6.71,8.95,4.86,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,129.25,137.24,,,,,,,,,,,,,,
ARGX,1010.67,1058.69,658.6,858.64,965.98,751.31,88.0,17.7,897.58,12.6,1.69,17.11,36.48,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,870.65,924.5,,,,,,,,,,,,,,
ARM,239.0,452.7,100.02,276.36,310.91,241.82,39.4,-13.5,264.26,-9.6,-7.23,10.95,16.63,OUI,NON,NON,NON,NON,NON,NON,🔴 Rejet,256.33,272.18,,,,,,,,,,,,,,
ARMK,59.35,62.53,34.7,48.61,54.69,42.54,88.6,22.1,57.95,2.4,2.19,9.68,1.52,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,56.21,59.69,59.35,12.6369,4.2123,89.02,125.0,121.67,262.5,71.22,64.1,55.79,55.79,45.0,387.5,8.61
ARRY,4.53,12.23,4.48,8.35,9.4,7.31,0.6,-45.8,5.41,-16.4,-10.15,12.66,0.35,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,5.25,5.57,,,,,,,,,,,,,,
ARW,202.3,237.33,101.79,169.56,190.76,148.37,74.2,19.3,211.64,-4.4,0.95,11.97,8.92,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,205.29,217.99,,,,,,,,,,,,,,
ARWR,86.39,95.49,20.44,57.97,65.21,50.72,87.9,49.0,84.21,2.6,2.25,6.64,2.92,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,81.68,86.73,86.39,8.6816,2.8939,129.58,125.0,177.1,262.5,103.67,93.3,81.21,81.21,45.0,387.5,8.61
ARX,19.67,30.35,9.18,19.77,22.24,17.29,49.6,-0.5,14.74,33.5,13.69,43.56,0.75,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,14.3,15.18,19.67,38.1291,12.7097,29.51,125.0,40.32,262.5,23.6,21.24,18.49,18.49,45.0,387.5,8.61
ASAN,9.78,15.71,5.38,10.55,11.86,9.23,42.6,-7.2,8.45,15.9,8.97,16.43,0.55,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,8.19,8.7,,,,,,,,,,,,,,
ASB,31.0,32.46,23.23,27.84,31.32,24.36,84.2,11.4,31.22,-0.7,0.98,4.07,0.53,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,30.28,32.16,,,,,,,,,,,,,,
ASG,5.21,5.5,4.35,4.93,5.54,4.31,75.1,5.8,5.26,-0.8,0.5,3.22,0.07,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,5.1,5.42,,,,,,,,,,,,,,
ASH,73.66,78.25,45.3,61.77,69.5,54.05,86.1,19.2,71.28,3.3,3.79,6.9,2.07,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,69.14,73.42,,,,,,,,,,,,,,
ASM,7.31,11.99,3.82,7.9,8.89,6.92,42.7,-7.5,6.34,15.2,5.84,19.17,0.44,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,6.15,6.53,,,,,,,,,,,,,,
ASML,1753.11,1997.38,711.51,1354.45,1523.75,1185.14,81.0,29.4,1743.01,0.6,-0.24,8.13,55.98,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,1690.72,1795.3,,,,,,,,,,,,,,
ASND,251.74,282.15,186.05,234.1,263.36,204.84,68.4,7.5,252.96,-0.5,-2.26,7.13,8.23,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,245.37,260.55,,,,,,,,,,,,,,
ASO,46.12,62.08,40.95,51.52,57.95,45.08,24.4,-10.5,47.96,-3.8,0.68,8.11,1.72,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,46.52,49.4,,,,,,,,,,,,,,
ASR,260.78,374.42,255.93,315.18,354.57,275.78,4.1,-17.3,271.45,-3.9,-3.81,4.41,6.25,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,263.31,279.59,,,,,,,,,,,,,,
ASTS,63.01,133.86,36.08,84.97,95.59,74.35,27.5,-25.8,64.38,-2.1,-5.0,16.43,4.67,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,62.45,66.31,,,,,,,,,,,,,,
ASX,36.33,45.27,9.46,27.37,30.79,23.95,75.0,32.7,37.57,-3.3,-3.54,11.55,1.79,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,36.44,38.7,,,,,,,,,,,,,,
ATAT,34.88,42.48,30.77,36.63,41.21,32.05,35.1,-4.8,33.88,3.0,2.57,12.22,1.19,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,32.86,34.9,,,,,,,,,,,,,,
ATHM,21.72,28.89,15.03,21.96,24.7,19.21,48.3,-1.1,22.26,-2.4,5.11,6.39,0.72,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,21.59,22.93,,,,,,,,,,,,,,
ATI,208.1,243.57,71.94,157.76,177.47,138.04,79.3,31.9,205.03,1.5,5.48,11.89,10.02,OUI,OUI,OUI,NON,NON,OUI,OUI,🟢 STRAT2: Pullback MM30,198.88,211.18,208.1,3.604,1.2013,312.15,125.0,426.6,262.5,249.72,224.75,195.61,195.61,45.0,387.5,8.61
ATKR,93.64,93.81,53.32,73.57,82.76,64.37,99.6,27.3,84.13,11.3,9.62,0.28,0.23,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,81.61,86.65,,,,,,,,,,,,,,
ATO,167.7,191.43,157.42,174.42,196.22,152.62,30.2,-3.9,173.43,-3.3,-1.15,3.03,2.71,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,168.23,178.63,,,,,,,,,,,,,,
ATR,134.76,145.82,102.07,123.94,139.43,108.45,74.7,8.7,132.99,1.3,2.06,2.84,2.62,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,129.0,136.98,134.76,5.5654,1.8551,202.14,125.0,276.26,262.5,161.71,145.54,126.67,126.67,45.0,387.5,8.61
ATS,19.17,35.82,19.05,27.43,30.86,24.0,0.7,-30.1,24.02,-20.2,-10.04,28.07,1.32,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,23.3,24.74,,,,,,,,,,,,,,
AU,119.36,124.69,49.94,87.32,98.23,76.4,92.9,36.7,89.01,34.1,9.45,17.17,5.35,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,86.34,91.68,,,,,,,,,,,,,,
AUGO,87.63,108.18,26.43,67.3,75.72,58.89,74.9,30.2,64.93,35.0,10.61,20.52,4.76,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,62.98,66.88,87.63,8.5587,2.8529,131.44,125.0,179.64,262.5,105.16,94.64,82.37,82.37,45.0,387.5,8.61
AUR,5.7,8.56,3.6,6.08,6.84,5.32,42.3,-6.3,6.43,-11.3,-0.04,16.94,0.4,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,6.23,6.62,,,,,,,,,,,,,,
AVA,37.93,42.56,33.82,38.19,42.96,33.42,47.0,-0.7,39.6,-4.2,-2.06,3.38,0.7,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,38.41,40.79,,,,,,,,,,,,,,
AVAV,149.44,417.86,135.2,276.53,311.1,241.96,5.0,-46.0,162.92,-8.3,3.61,16.62,11.04,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,158.03,167.81,,,,,,,,,,,,,,
AVGO,360.99,494.22,285.08,389.65,438.36,340.94,36.3,-7.4,391.56,-7.8,0.62,8.37,13.51,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,379.81,403.31,,,,,,,,,,,,,,
AVNT,44.4,46.64,26.82,36.73,41.32,32.14,88.7,20.9,40.35,10.0,7.16,15.51,1.77,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,39.14,41.56,,,,,,,,,,,,,,
AVPT,13.31,16.77,8.84,12.8,14.4,11.2,56.4,4.0,13.04,2.1,3.45,8.61,0.45,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,12.65,13.43,13.31,56.3486,18.7829,19.96,125.0,27.29,262.5,15.97,14.37,12.51,12.51,45.0,387.5,8.61
AVT,86.28,100.0,43.52,71.76,80.73,62.79,75.7,20.2,90.58,-4.8,2.86,10.91,4.48,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,87.86,93.3,,,,,,,,,,,,,,
AVTR,14.28,15.93,7.26,11.6,13.05,10.15,81.0,23.1,12.89,10.8,10.56,7.59,0.43,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,12.5,13.27,14.28,52.521,17.507,21.42,125.0,29.27,262.5,17.14,15.42,13.42,13.42,45.0,387.5,8.61
AVY,183.05,197.29,151.71,174.5,196.31,152.69,68.8,4.9,170.88,7.1,3.71,4.39,4.84,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,165.76,176.01,,,,,,,,,,,,,,
AWK,139.27,143.91,118.82,131.37,147.79,114.94,81.5,6.0,134.4,3.6,1.21,4.69,2.82,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,130.37,138.44,139.27,5.3852,1.7951,208.91,125.0,285.5,262.5,167.12,150.41,130.91,130.91,45.0,387.5,8.61
AWR,90.64,90.81,67.63,79.22,89.12,69.32,99.3,14.4,86.86,4.4,2.11,3.71,1.6,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,84.25,89.46,,,,,,,,,,,,,,
AXON,602.36,794.29,339.01,566.65,637.48,495.82,57.8,6.3,566.11,6.4,2.16,22.4,41.07,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,549.13,583.09,602.36,1.2451,0.415,903.54,125.0,1234.84,262.5,722.83,650.55,566.22,566.22,45.0,387.5,8.61
AXP,337.71,384.36,289.26,336.81,378.91,294.71,51.0,0.3,342.65,-1.4,-0.77,4.44,6.29,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,332.37,352.93,,,,,,,,,,,,,,
AXTA,36.19,38.61,24.94,31.77,35.75,27.8,82.3,13.9,35.24,2.7,2.73,6.44,0.85,OUI,OUI,OUI,NON,NON,OUI,OUI,🟢 STRAT2: Pullback MM30,34.18,36.3,36.19,20.724,6.908,54.28,125.0,74.19,262.5,43.43,39.09,34.02,34.02,45.0,387.5,8.61
AYI,338.94,379.43,256.71,318.07,357.83,278.31,67.0,6.6,342.78,-1.1,0.28,6.43,8.99,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,332.49,353.06,,,,,,,,,,,,,,
AZN,166.46,210.52,144.3,177.41,199.58,155.23,33.5,-6.2,164.6,1.1,-4.67,5.71,3.38,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,159.66,169.53,,,,,,,,,,,,,,
AZO,2981.06,4388.11,2902.2,3645.15,4100.8,3189.51,5.3,-18.2,3030.15,-1.6,-0.84,5.43,78.32,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,2939.24,3121.05,,,,,,,,,,,,,,
AZTA,33.49,41.73,15.93,28.83,32.43,25.23,68.1,16.2,30.48,9.9,10.7,16.73,1.82,NON,OUI,OUI,NON,NON,NON,NON,🔴 Rejet,29.56,31.39,,,,,,,,,,,,,,
AZZ,139.53,161.93,92.36,127.14,143.03,111.25,67.8,9.7,148.46,-6.0,-0.23,6.16,4.25,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,144.01,152.91,,,,,,,,,,,,,,
B,47.94,54.01,24.72,39.36,44.28,34.44,79.3,21.8,39.6,21.1,5.97,13.74,1.86,NON,OUI,OUI,NON,NON,NON,NON,🔴 Rejet,38.41,40.79,,,,,,,,,,,,,,
BA,210.18,254.35,176.77,215.56,242.51,188.62,43.1,-2.5,221.23,-5.0,0.13,5.4,5.16,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,214.59,227.86,,,,,,,,,,,,,,
BABA,118.3,190.92,91.99,141.45,159.13,123.77,26.6,-16.4,121.62,-2.7,6.49,11.17,4.36,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,117.97,125.27,,,,,,,,,,,,,,
BAC,62.51,65.23,45.88,55.56,62.5,48.61,86.0,12.5,62.48,0.1,2.53,4.02,1.06,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,60.61,64.36,62.51,11.9981,3.9994,93.76,125.0,128.15,262.5,75.01,67.51,58.76,58.76,45.0,387.5,8.61
BAH,75.68,108.99,59.05,84.02,94.52,73.52,33.3,-9.9,71.59,5.7,7.52,8.62,2.72,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,69.44,73.74,,,,,,,,,,,,,,
BAK,1.85,5.39,1.83,3.61,4.06,3.16,0.4,-48.9,2.26,-18.2,-6.58,13.12,0.15,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,2.19,2.32,,,,,,,,,,,,,,
BALL,64.12,67.84,44.35,56.1,63.11,49.08,84.2,14.3,63.14,1.6,0.27,3.55,1.17,OUI,OUI,OUI,NON,NON,OUI,OUI,🟢 STRAT2: Pullback MM30,61.24,65.03,64.12,11.6968,3.8989,96.18,125.0,131.45,262.5,76.94,69.25,60.27,60.27,45.0,387.5,8.61
BAM,52.38,60.78,41.77,51.27,57.68,44.86,55.8,2.2,50.43,3.9,5.16,8.73,1.52,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,48.91,51.94,52.38,14.3184,4.7728,78.57,125.0,107.38,262.5,62.86,56.57,49.24,49.24,45.0,387.5,8.61
BANR,71.28,74.84,56.17,65.51,73.7,57.32,80.9,8.8,70.89,0.5,2.83,4.18,1.33,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,68.77,73.02,71.28,10.5219,3.5073,106.92,125.0,146.12,262.5,85.54,76.98,67.0,67.0,45.0,387.5,8.61
BAP,380.2,413.25,220.05,316.65,356.23,277.07,82.9,20.1,386.11,-1.5,-1.19,6.03,12.3,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,374.52,397.69,,,,,,,,,,,,,,
BAX,26.27,30.0,15.72,22.86,25.72,20.0,73.9,14.9,25.25,4.1,6.03,6.59,0.85,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,24.49,26.0,26.27,28.5497,9.5166,39.4,125.0,53.85,262.5,31.52,28.37,24.69,24.69,45.0,387.5,8.61
BB,7.7,13.59,3.12,8.36,9.4,7.31,43.7,-7.8,8.76,-12.1,-10.55,7.51,0.4,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,8.5,9.03,,,,,,,,,,,,,,
BBAI,3.07,9.39,2.59,5.99,6.74,5.24,7.1,-48.7,3.02,1.6,-2.56,14.1,0.15,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,2.93,3.11,,,,,,,,,,,,,,
BBAR,14.73,22.29,7.62,14.96,16.83,13.09,48.4,-1.5,17.68,-16.7,-8.12,9.31,0.84,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,17.15,18.21,,,,,,,,,,,,,,
BBD,3.14,4.2,2.77,3.48,3.92,3.05,25.9,-9.9,3.41,-7.9,-3.26,7.0,0.09,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,3.31,3.51,,,,,,,,,,,,,,
BBVA,29.24,29.32,16.92,23.12,26.01,20.23,99.4,26.5,27.38,6.8,4.19,2.0,0.35,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,26.56,28.2,,,,,,,,,,,,,,
BBWI,19.17,30.98,13.86,22.42,25.22,19.62,31.0,-14.5,19.74,-2.9,-3.44,12.21,0.89,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,19.15,20.34,,,,,,,,,,,,,,
BBY,87.68,91.27,54.38,72.82,81.93,63.72,90.3,20.4,85.65,2.4,2.85,9.28,2.79,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,83.08,88.21,87.68,8.5538,2.8513,131.52,125.0,179.74,262.5,105.22,94.69,82.42,82.42,45.0,387.5,8.61
BCC,82.07,91.43,64.57,78.0,87.75,68.25,65.1,5.2,80.55,1.9,3.31,6.82,2.64,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,78.13,82.96,,,,,,,,,,,,,,
BCH,43.11,44.09,26.64,35.36,39.78,30.94,94.4,21.9,41.13,4.8,1.17,6.01,1.02,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,39.89,42.36,,,,,,,,,,,,,,
BCO,111.67,135.75,90.86,113.31,127.47,99.14,46.4,-1.4,115.55,-3.4,3.28,7.05,3.98,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,112.08,119.02,,,,,,,,,,,,,,
BCPC,179.45,183.9,138.32,161.11,181.25,140.97,90.2,11.4,171.41,4.7,2.52,4.3,3.84,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,166.27,176.55,179.45,4.1794,1.3931,269.17,125.0,367.87,262.5,215.34,193.81,168.68,168.68,45.0,387.5,8.61
BCS,27.02,28.37,18.85,23.61,26.56,20.66,85.8,14.4,27.5,-1.7,0.51,4.05,0.4,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,26.67,28.32,,,,,,,,,,,,,,
BDC,117.5,159.86,98.0,128.93,145.04,112.81,31.5,-8.9,118.54,-0.9,5.66,9.47,4.66,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,114.98,122.1,,,,,,,,,,,,,,
BDX,190.84,193.04,125.21,159.12,179.01,139.23,96.7,19.9,170.5,11.9,6.56,5.86,4.53,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,165.38,175.61,,,,,,,,,,,,,,
BE,207.55,351.28,44.64,197.96,222.7,173.21,53.1,4.8,213.11,-2.6,-7.5,18.42,19.7,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,206.72,219.51,,,,,,,,,,,,,,
BEAM,28.56,38.26,16.02,27.14,30.53,23.75,56.4,5.2,27.26,4.7,-7.98,13.34,1.41,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,26.45,28.08,,,,,,,,,,,,,,
BEKE,17.83,20.6,13.81,17.2,19.35,15.05,59.1,3.6,16.94,5.2,4.26,9.23,0.51,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,16.43,17.45,,,,,,,,,,,,,,
BEN,34.59,36.28,20.32,28.3,31.84,24.76,89.4,22.2,33.59,3.0,0.28,4.3,0.72,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,32.58,34.6,34.59,21.6826,7.2275,51.89,125.0,70.91,262.5,41.51,37.36,32.51,32.51,45.0,387.5,8.61
BFAM,74.31,124.25,57.63,90.94,102.31,79.57,25.0,-18.3,74.64,-0.4,-0.69,6.51,2.28,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,72.4,76.87,,,,,,,,,,,,,,
BFH,105.85,114.53,53.34,83.94,94.43,73.44,85.8,26.1,106.57,-0.7,2.42,7.59,3.15,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,103.38,109.77,,,,,,,,,,,,,,
BG,109.73,134.02,74.11,104.07,117.08,91.06,59.5,5.4,113.15,-3.0,0.84,7.07,3.29,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,109.75,116.54,,,,,,,,,,,,,,
BHC,6.58,8.0,4.33,6.16,6.94,5.39,61.3,6.7,5.75,14.5,10.91,13.01,0.34,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,5.57,5.92,6.58,113.9818,37.9939,9.87,125.0,13.49,262.5,7.9,7.11,6.19,6.19,45.0,387.5,8.61
BHE,71.76,100.41,35.59,68.0,76.5,59.5,55.8,5.5,79.93,-10.2,-3.91,10.45,3.39,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,77.53,82.33,,,,,,,,,,,,,,
BHF,51.66,66.8,42.07,54.44,61.24,47.63,38.8,-5.1,60.7,-14.9,-4.8,6.28,1.76,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,58.88,62.52,,,,,,,,,,,,,,
BHP,97.0,97.83,50.83,74.33,83.62,65.04,98.2,30.5,86.97,11.5,3.81,7.4,2.35,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,84.36,89.58,,,,,,,,,,,,,,
BIDU,92.03,165.3,88.14,126.72,142.56,110.88,5.0,-27.4,105.44,-12.7,-4.99,13.22,3.52,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,102.27,108.6,,,,,,,,,,,,,,
BIIB,216.84,222.15,131.52,176.83,198.94,154.73,94.1,22.6,206.54,5.0,0.72,6.74,5.39,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,200.35,212.74,,,,,,,,,,,,,,
BILI,16.53,36.4,15.79,26.1,29.36,22.83,3.6,-36.7,17.97,-8.0,-0.6,9.09,0.54,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,17.43,18.51,,,,,,,,,,,,,,
BILL,48.05,57.21,31.41,44.31,49.85,38.77,64.5,8.4,46.56,3.2,7.02,9.18,2.18,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,45.17,47.96,,,,,,,,,,,,,,
BIO,379.68,385.92,236.73,311.33,350.24,272.41,95.8,22.0,335.86,13.0,7.45,7.12,11.93,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,325.78,345.93,,,,,,,,,,,,,,
BJ,99.27,105.78,83.21,94.5,106.31,82.68,71.2,5.1,94.56,5.0,2.22,7.64,2.6,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,91.72,97.39,,,,,,,,,,,,,,
BKE,43.69,56.73,40.39,48.56,54.63,42.49,20.2,-10.0,44.04,-0.8,1.75,5.06,1.2,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,42.72,45.36,,,,,,,,,,,,,,
BKH,72.3,77.21,55.88,66.55,74.86,58.23,77.0,8.6,73.05,-1.0,-0.17,4.45,1.47,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,70.85,75.24,,,,,,,,,,,,,,
BKNG,213.59,229.86,149.76,189.81,213.54,166.08,79.7,12.5,197.43,8.2,5.61,8.96,6.93,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,191.5,203.35,213.59,3.5114,1.1705,320.38,125.0,437.86,262.5,256.31,230.68,200.77,200.77,45.0,387.5,8.61
BKR,62.39,69.92,42.94,56.43,63.48,49.37,72.1,10.6,60.48,3.1,4.89,6.44,1.52,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,58.67,62.3,62.39,12.0212,4.0071,93.58,125.0,127.9,262.5,74.87,67.38,58.65,58.65,45.0,387.5,8.61
BKT,10.39,10.8,9.96,10.38,11.67,9.08,51.5,0.1,10.32,0.7,-0.06,1.55,0.14,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,10.01,10.63,,,,,,,,,,,,,,
BKU,46.29,51.39,34.38,42.89,48.25,37.53,70.0,7.9,47.19,-1.9,-0.68,4.1,0.88,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,45.77,48.6,,,,,,,,,,,,,,
BL,31.99,59.57,24.7,42.14,47.4,36.87,20.9,-24.1,30.34,5.4,1.65,16.24,1.65,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,29.43,31.25,,,,,,,,,,,,,,
BLCO,17.28,18.92,13.77,16.34,18.38,14.3,68.3,5.8,16.65,3.8,0.79,4.95,0.45,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,16.15,17.15,17.28,43.4028,14.4676,25.92,125.0,35.42,262.5,20.74,18.66,16.24,16.24,45.0,387.5,8.61
BLDR,71.18,151.03,65.1,108.06,121.57,94.56,7.1,-34.1,72.19,-1.4,-4.09,13.32,3.28,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,70.03,74.36,,,,,,,,,,,,,,
BLK,1168.84,1200.54,912.25,1056.4,1188.45,924.35,89.0,10.6,1110.93,5.2,5.06,4.56,20.24,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,1077.6,1144.26,1168.84,0.6417,0.2139,1753.26,125.0,2396.12,262.5,1402.61,1262.35,1098.71,1098.71,45.0,387.5,8.61
BLKB,48.33,70.71,25.58,48.14,54.16,42.13,50.4,0.4,40.44,19.5,15.27,8.52,1.96,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,39.23,41.65,,,,,,,,,,,,,,
BMA,76.77,103.0,36.86,69.93,78.67,61.19,60.3,9.8,86.33,-11.1,-5.27,10.14,4.18,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,83.74,88.92,,,,,,,,,,,,,,
BMBL,2.8,7.32,2.54,4.93,5.55,4.31,5.3,-43.3,2.86,-2.4,-4.54,13.56,0.16,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,2.78,2.95,,,,,,,,,,,,,,
BMED,34.27,34.79,25.72,30.26,34.04,26.48,94.2,13.3,31.71,8.1,2.35,7.35,0.44,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,30.76,32.66,,,,,,,,,,,,,,
BMI,133.7,202.32,111.72,157.02,176.64,137.39,24.3,-14.9,135.25,-1.1,-3.31,7.75,4.15,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,131.19,139.31,,,,,,,,,,,,,,
BMRN,65.25,70.98,49.26,60.12,67.64,52.61,73.6,8.5,62.98,3.6,4.97,11.31,2.4,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,61.09,64.87,65.25,11.4943,3.8314,97.88,125.0,133.76,262.5,78.3,70.47,61.33,61.33,45.0,387.5,8.61
